"site","country","longitude","latitude","species","count","family","genus","binomial","endemism","cultivated","plant_height","seed_mass","sla","wood_density"
34752035,"Spain",3475000,2035000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34752045,"Spain",3475000,2045000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752045,"Spain",3475000,2045000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752045,"Spain",3475000,2045000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34752055,"Spain",3475000,2055000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752055,"Spain",3475000,2055000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752065,"Spain",3475000,2065000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752065,"Spain",3475000,2065000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752075,"Spain",3475000,2075000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752075,"Spain",3475000,2075000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34752075,"Spain",3475000,2075000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752075,"Spain",3475000,2075000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34752085,"Spain",3475000,2085000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752085,"Spain",3475000,2085000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752115,"Spain",3475000,2115000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752115,"Spain",3475000,2115000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34752115,"Spain",3475000,2115000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752125,"Spain",3475000,2125000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752125,"Spain",3475000,2125000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34752125,"Spain",3475000,2125000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752135,"Spain",3475000,2135000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34752175,"Spain",3475000,2175000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752185,"Spain",3475000,2185000,"AALB",1,"Pinaceae","Abies","Abies alba",0,0,49.6416216216216,67.8669230769231,7.48397766993799,0.44908209446646
34752185,"Spain",3475000,2185000,"JCOM",1,"Cupressaceae","Juniperus","Juniperus communis",0,0,6.89471111111111,14.5568754256278,6.87788947666667,0.580550349059571
34752185,"Spain",3475000,2185000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34752185,"Spain",3475000,2185000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34752185,"Spain",3475000,2185000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34752185,"Spain",3475000,2185000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34752195,"Spain",3475000,2195000,"AALB",1,"Pinaceae","Abies","Abies alba",0,0,49.6416216216216,67.8669230769231,7.48397766993799,0.44908209446646
34752195,"Spain",3475000,2195000,"JCOM",1,"Cupressaceae","Juniperus","Juniperus communis",0,0,6.89471111111111,14.5568754256278,6.87788947666667,0.580550349059571
34752195,"Spain",3475000,2195000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34752205,"Spain",3475000,2205000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34752215,"Spain",3475000,2215000,"AALB",1,"Pinaceae","Abies","Abies alba",0,0,49.6416216216216,67.8669230769231,7.48397766993799,0.44908209446646
34752215,"Spain",3475000,2215000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34851945,"Spain",3485000,1945000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34851945,"Spain",3485000,1945000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34851955,"Spain",3485000,1955000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34851955,"Spain",3485000,1955000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34851955,"Spain",3485000,1955000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34851965,"Spain",3485000,1965000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34851965,"Spain",3485000,1965000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34851965,"Spain",3485000,1965000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34851975,"Spain",3485000,1975000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34851975,"Spain",3485000,1975000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34851975,"Spain",3485000,1975000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34851985,"Spain",3485000,1985000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34851985,"Spain",3485000,1985000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34851985,"Spain",3485000,1985000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34851985,"Spain",3485000,1985000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34851995,"Spain",3485000,1995000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34851995,"Spain",3485000,1995000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34851995,"Spain",3485000,1995000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34851995,"Spain",3485000,1995000,"PINI",1,"Pinaceae","Pinus","Pinus nigra",0,0,34.644511627907,20.1061550145488,4.61872684533415,0.513501531875
34851995,"Spain",3485000,1995000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34851995,"Spain",3485000,1995000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34852005,"Spain",3485000,2005000,"JCOM",1,"Cupressaceae","Juniperus","Juniperus communis",0,0,6.89471111111111,14.5568754256278,6.87788947666667,0.580550349059571
34852005,"Spain",3485000,2005000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34852005,"Spain",3485000,2005000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852005,"Spain",3485000,2005000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852005,"Spain",3485000,2005000,"PINI",1,"Pinaceae","Pinus","Pinus nigra",0,0,34.644511627907,20.1061550145488,4.61872684533415,0.513501531875
34852005,"Spain",3485000,2005000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34852005,"Spain",3485000,2005000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34852005,"Spain",3485000,2005000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34852015,"Spain",3485000,2015000,"JCOM",1,"Cupressaceae","Juniperus","Juniperus communis",0,0,6.89471111111111,14.5568754256278,6.87788947666667,0.580550349059571
34852015,"Spain",3485000,2015000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34852015,"Spain",3485000,2015000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852015,"Spain",3485000,2015000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852015,"Spain",3485000,2015000,"PINI",1,"Pinaceae","Pinus","Pinus nigra",0,0,34.644511627907,20.1061550145488,4.61872684533415,0.513501531875
34852015,"Spain",3485000,2015000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34852015,"Spain",3485000,2015000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34852015,"Spain",3485000,2015000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34852025,"Spain",3485000,2025000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852025,"Spain",3485000,2025000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852035,"Spain",3485000,2035000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852045,"Spain",3485000,2045000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852045,"Spain",3485000,2045000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852055,"Spain",3485000,2055000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852055,"Spain",3485000,2055000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34852055,"Spain",3485000,2055000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852065,"Spain",3485000,2065000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34852065,"Spain",3485000,2065000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852065,"Spain",3485000,2065000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852075,"Spain",3485000,2075000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852075,"Spain",3485000,2075000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852085,"Spain",3485000,2085000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852085,"Spain",3485000,2085000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852095,"Spain",3485000,2095000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852095,"Spain",3485000,2095000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852105,"Spain",3485000,2105000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34852105,"Spain",3485000,2105000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852115,"Spain",3485000,2115000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852115,"Spain",3485000,2115000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34852115,"Spain",3485000,2115000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852125,"Spain",3485000,2125000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34852125,"Spain",3485000,2125000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852135,"Spain",3485000,2135000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34852145,"Spain",3485000,2145000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34852175,"Spain",3485000,2175000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34852175,"Spain",3485000,2175000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852185,"Spain",3485000,2185000,"JCOM",1,"Cupressaceae","Juniperus","Juniperus communis",0,0,6.89471111111111,14.5568754256278,6.87788947666667,0.580550349059571
34852185,"Spain",3485000,2185000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34852185,"Spain",3485000,2185000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34852195,"Spain",3485000,2195000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34852195,"Spain",3485000,2195000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34951955,"Spain",3495000,1955000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34951955,"Spain",3495000,1955000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34951955,"Spain",3495000,1955000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34951955,"Spain",3495000,1955000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34951965,"Spain",3495000,1965000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34951965,"Spain",3495000,1965000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34951965,"Spain",3495000,1965000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34951975,"Spain",3495000,1975000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34951985,"Spain",3495000,1985000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34951985,"Spain",3495000,1985000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34951995,"Spain",3495000,1995000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34951995,"Spain",3495000,1995000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34951995,"Spain",3495000,1995000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34951995,"Spain",3495000,1995000,"PINI",1,"Pinaceae","Pinus","Pinus nigra",0,0,34.644511627907,20.1061550145488,4.61872684533415,0.513501531875
34951995,"Spain",3495000,1995000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34951995,"Spain",3495000,1995000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34952005,"Spain",3495000,2005000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34952005,"Spain",3495000,2005000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952005,"Spain",3495000,2005000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952005,"Spain",3495000,2005000,"PINI",1,"Pinaceae","Pinus","Pinus nigra",0,0,34.644511627907,20.1061550145488,4.61872684533415,0.513501531875
34952005,"Spain",3495000,2005000,"PPIA",1,"Pinaceae","Pinus","Pinus pinea",0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
34952005,"Spain",3495000,2005000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34952005,"Spain",3495000,2005000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34952005,"Spain",3495000,2005000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34952015,"Spain",3495000,2015000,"JCOM",1,"Cupressaceae","Juniperus","Juniperus communis",0,0,6.89471111111111,14.5568754256278,6.87788947666667,0.580550349059571
34952015,"Spain",3495000,2015000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34952015,"Spain",3495000,2015000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952015,"Spain",3495000,2015000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952015,"Spain",3495000,2015000,"PINI",1,"Pinaceae","Pinus","Pinus nigra",0,0,34.644511627907,20.1061550145488,4.61872684533415,0.513501531875
34952015,"Spain",3495000,2015000,"PPIA",1,"Pinaceae","Pinus","Pinus pinea",0,1,22.67,626.188823529412,4.21617610101935,0.517861700163796
34952015,"Spain",3495000,2015000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34952015,"Spain",3495000,2015000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34952015,"Spain",3495000,2015000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34952025,"Spain",3495000,2025000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952025,"Spain",3495000,2025000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952025,"Spain",3495000,2025000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34952025,"Spain",3495000,2025000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34952025,"Spain",3495000,2025000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34952035,"Spain",3495000,2035000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34952035,"Spain",3495000,2035000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952035,"Spain",3495000,2035000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952035,"Spain",3495000,2035000,"PPIR",1,"Pinaceae","Pinus","Pinus pinaster",0,0,19.7538425,55.8343384615385,3.35753899415492,0.44302767997764
34952045,"Spain",3495000,2045000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952045,"Spain",3495000,2045000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952055,"Spain",3495000,2055000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952055,"Spain",3495000,2055000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952065,"Spain",3495000,2065000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952075,"Spain",3495000,2075000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952075,"Spain",3495000,2075000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952085,"Spain",3495000,2085000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952085,"Spain",3495000,2085000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952095,"Spain",3495000,2095000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952095,"Spain",3495000,2095000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34952095,"Spain",3495000,2095000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952115,"Spain",3495000,2115000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952125,"Spain",3495000,2125000,"JTHU",1,"Cupressaceae","Juniperus","Juniperus thurifera",0,0,16.25,30.188,NA,0.53
34952135,"Spain",3495000,2135000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952135,"Spain",3495000,2135000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952145,"Spain",3495000,2145000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952155,"Spain",3495000,2155000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34952165,"Spain",3495000,2165000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34952165,"Spain",3495000,2165000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952175,"Spain",3495000,2175000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
34952175,"Spain",3495000,2175000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952175,"Spain",3495000,2175000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
34952175,"Spain",3495000,2175000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34952185,"Spain",3495000,2185000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952185,"Spain",3495000,2185000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
34952185,"Spain",3495000,2185000,"TBAC",1,"Taxaceae","Taxus","Taxus baccata",0,0,16.2798181818182,53.7944269878574,10.6,0.603691228532326
34952195,"Spain",3495000,2195000,"JPHO",1,"Cupressaceae","Juniperus","Juniperus phoenicea",0,0,4.8815,79.86,4.365245967,0.64875
34952195,"Spain",3495000,2195000,"PSYL",1,"Pinaceae","Pinus","Pinus sylvestris",0,0,24.7954163157895,8.37661247187389,4.76598775244497,0.43659440056059
35051965,"Spain",3505000,1965000,"PHAL",1,"Pinaceae","Pinus","Pinus halepensis",0,0,17.53525,20.152008,4.70731096526239,0.464238275602186
35051975,"Spain",3505000,1975000,"JOXY",1,"Cupressaceae","Juniperus","Juniperus oxycedrus",0,0,5.80013333333333,59.2821428571429,5.90415540009894,0.279608734499912
