"species","order","site","longitude","latitude","count","adult_body_mass","gestation_length","litter_size","max_longevity","sexual_maturity_age","diet_breadth"
"sp_055","Carnivora","fb_1038",5.77182050900007,52.097357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_055","Carnivora","fb_1040",6.77182050900007,52.097357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_055","Carnivora","fb_1035",4.27182050900007,52.097357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_055","Carnivora","fb_1000",20.2718205090001,52.597357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_055","Carnivora","fb_1036",4.77182050900007,52.097357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_055","Carnivora","fb_1037",5.27182050900007,52.097357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_055","Carnivora","fb_1002",21.2718205090001,52.597357489,1,1675,29.86,3.78,217.2,742.46,1
"sp_056","Carnivora","fb_103",7.27182050900007,59.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1000",20.2718205090001,52.597357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1039",6.27182050900007,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1011",-7.72817949099993,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1040",6.77182050900007,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1010",-8.22817949099993,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_102",6.77182050900007,59.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1001",20.7718205090001,52.597357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1035",4.27182050900007,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1008",-9.22817949099993,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1007",-9.72817949099993,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1002",21.2718205090001,52.597357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1038",5.77182050900007,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1036",4.77182050900007,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1037",5.27182050900007,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_1009",-8.72817949099993,52.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_101",6.27182050900007,59.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_056","Carnivora","fb_104",7.77182050900007,59.097357489,1,1299.99,30.63,3.49,204,508.47,1
"sp_057","Carnivora","fb_1035",4.27182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1017",-4.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1008",-9.22817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1010",-8.22817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1027",0.271820509000072,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1019",-3.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1036",4.77182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1023",-1.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1000",20.2718205090001,52.597357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1009",-8.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1021",-2.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_104",7.77182050900007,59.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1037",5.27182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1029",1.27182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_103",7.27182050900007,59.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1018",-4.22817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_102",6.77182050900007,59.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1001",20.7718205090001,52.597357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1024",-1.22817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1039",6.27182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1020",-3.22817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1026",-0.228179490999928,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1025",-0.728179490999928,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1022",-2.22817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_101",6.27182050900007,59.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1007",-9.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1028",0.771820509000072,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1011",-7.72817949099993,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1040",6.77182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1038",5.77182050900007,52.097357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_057","Carnivora","fb_1002",21.2718205090001,52.597357489,1,11884.03,48.6,3.11,194.4,420.91,1
"sp_059","Rodentia","fb_1027",0.271820509000072,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1018",-4.22817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1026",-0.228179490999928,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1017",-4.72817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1037",5.27182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1029",1.27182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1023",-1.72817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1036",4.77182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1025",-0.728179490999928,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1024",-1.22817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1038",5.77182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1021",-2.72817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1035",4.27182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1028",0.771820509000072,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1002",21.2718205090001,52.597357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1019",-3.72817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1039",6.27182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1001",20.7718205090001,52.597357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1040",6.77182050900007,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1022",-2.22817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1020",-3.22817949099993,52.097357489,1,6.99,21,4.92,60,37.37,NA
"sp_059","Rodentia","fb_1000",20.2718205090001,52.597357489,1,6.99,21,4.92,60,37.37,NA
"sp_060","Rodentia","fb_1036",4.77182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1018",-4.22817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1002",21.2718205090001,52.597357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1022",-2.22817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1035",4.27182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1020",-3.22817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1027",0.271820509000072,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1026",-0.228179490999928,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1021",-2.72817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1028",0.771820509000072,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1037",5.27182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1023",-1.72817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1038",5.77182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_102",6.77182050900007,59.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1017",-4.72817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_101",6.27182050900007,59.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1029",1.27182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1000",20.2718205090001,52.597357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1025",-0.728179490999928,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1040",6.77182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_103",7.27182050900007,59.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1001",20.7718205090001,52.597357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_104",7.77182050900007,59.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1024",-1.22817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1039",6.27182050900007,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_060","Rodentia","fb_1019",-3.72817949099993,52.097357489,1,35.87,20.72,4.65,39.6,38.27,NA
"sp_061","Rodentia","fb_1036",4.77182050900007,52.097357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1002",21.2718205090001,52.597357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1037",5.27182050900007,52.097357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1038",5.77182050900007,52.097357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1035",4.27182050900007,52.097357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1040",6.77182050900007,52.097357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1001",20.7718205090001,52.597357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1039",6.27182050900007,52.097357489,1,26.9,21,4.99,36,28.19,NA
"sp_061","Rodentia","fb_1000",20.2718205090001,52.597357489,1,26.9,21,4.99,36,28.19,NA
"sp_071","Rodentia","fb_1002",21.2718205090001,52.597357489,1,33.1,21.51,5.62,21.6,44.86,NA
"sp_071","Rodentia","fb_1037",5.27182050900007,52.097357489,1,33.1,21.51,5.62,21.6,44.86,NA
"sp_071","Rodentia","fb_1036",4.77182050900007,52.097357489,1,33.1,21.51,5.62,21.6,44.86,NA
"sp_071","Rodentia","fb_1000",20.2718205090001,52.597357489,1,33.1,21.51,5.62,21.6,44.86,NA
"sp_071","Rodentia","fb_1035",4.27182050900007,52.097357489,1,33.1,21.51,5.62,21.6,44.86,NA
"sp_071","Rodentia","fb_1001",20.7718205090001,52.597357489,1,33.1,21.51,5.62,21.6,44.86,NA
"sp_073","Rodentia","fb_1000",20.2718205090001,52.597357489,1,17.74,21,2.46,NA,101.87,NA
"sp_073","Rodentia","fb_1001",20.7718205090001,52.597357489,1,17.74,21,2.46,NA,101.87,NA
"sp_073","Rodentia","fb_1002",21.2718205090001,52.597357489,1,17.74,21,2.46,NA,101.87,NA
"sp_077","Cetartiodactyla","fb_1024",-1.22817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1017",-4.72817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1025",-0.728179490999928,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1023",-1.72817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1029",1.27182050900007,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1026",-0.228179490999928,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1028",0.771820509000072,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1021",-2.72817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1018",-4.22817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1020",-3.22817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1022",-2.22817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1027",0.271820509000072,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_077","Cetartiodactyla","fb_1019",-3.72817949099993,52.097357489,1,13499.94,214.24,0.98,NA,295.12,2
"sp_078","Rodentia","fb_1022",-2.22817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_100",5.77182050900007,59.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1017",-4.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1023",-1.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1018",-4.22817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1009",-8.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1011",-7.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1007",-9.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1010",-8.22817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_103",7.27182050900007,59.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1035",4.27182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1020",-3.22817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_101",6.27182050900007,59.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1000",20.2718205090001,52.597357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1040",6.77182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_104",7.77182050900007,59.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1027",0.271820509000072,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1024",-1.22817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1025",-0.728179490999928,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1021",-2.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1028",0.771820509000072,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1001",20.7718205090001,52.597357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1038",5.77182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1036",4.77182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1029",1.27182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1026",-0.228179490999928,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1037",5.27182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1039",6.27182050900007,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1008",-9.22817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_102",6.77182050900007,59.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1019",-3.72817949099993,52.097357489,1,19.3,19.6,5.54,72,64.71,1
"sp_078","Rodentia","fb_1002",21.2718205090001,52.597357489,1,19.3,19.6,5.54,72,64.71,1
"sp_081","Rodentia","fb_1040",6.77182050900007,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1026",-0.228179490999928,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1028",0.771820509000072,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1022",-2.22817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1020",-3.22817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1029",1.27182050900007,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1002",21.2718205090001,52.597357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1018",-4.22817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1001",20.7718205090001,52.597357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1019",-3.72817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1024",-1.22817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1021",-2.72817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1000",20.2718205090001,52.597357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1017",-4.72817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1023",-1.72817949099993,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1025",-0.728179490999928,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_081","Rodentia","fb_1027",0.271820509000072,52.097357489,1,29.19,24.97,4.3,72,346.11,8
"sp_082","Carnivora","fb_1009",-8.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1036",4.77182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1020",-3.22817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1002",21.2718205090001,52.597357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1024",-1.22817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1026",-0.228179490999928,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1017",-4.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1019",-3.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1022",-2.22817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1028",0.771820509000072,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1011",-7.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1037",5.27182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1000",20.2718205090001,52.597357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1018",-4.22817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1035",4.27182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1029",1.27182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1039",6.27182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1023",-1.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1007",-9.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_103",7.27182050900007,59.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1001",20.7718205090001,52.597357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1010",-8.22817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1025",-0.728179490999928,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_101",6.27182050900007,59.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_104",7.77182050900007,59.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_102",6.77182050900007,59.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1021",-2.72817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1008",-9.22817949099993,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1038",5.77182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1027",0.271820509000072,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_082","Carnivora","fb_1040",6.77182050900007,52.097357489,1,284.5,66.35,6.74,85.23,93.09,1
"sp_084","Carnivora","fb_1020",-3.22817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_104",7.77182050900007,59.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1029",1.27182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1017",-4.72817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1036",4.77182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1000",20.2718205090001,52.597357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1028",0.771820509000072,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1037",5.27182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1027",0.271820509000072,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1035",4.27182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_102",6.77182050900007,59.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1038",5.77182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1001",20.7718205090001,52.597357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1018",-4.22817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1023",-1.72817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1019",-3.72817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1002",21.2718205090001,52.597357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1022",-2.22817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1026",-0.228179490999928,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1021",-2.72817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_103",7.27182050900007,59.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1039",6.27182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_101",6.27182050900007,59.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1040",6.77182050900007,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1025",-0.728179490999928,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_084","Carnivora","fb_1024",-1.22817949099993,52.097357489,1,78.45,36.49,5.07,120,169.99,1
"sp_085","Carnivora","fb_1036",4.77182050900007,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1020",-3.22817949099993,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1000",20.2718205090001,52.597357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1040",6.77182050900007,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1017",-4.72817949099993,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1021",-2.72817949099993,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1022",-2.22817949099993,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1037",5.27182050900007,52.097357489,1,975.55,41.49,8.48,168,308.5,1
"sp_085","Carnivora","fb_1023",-1.72817949099993,52.097357489,1,975.55,41.49,8.48,168,308.5,1
