"site";"species";"longitude";"latitude";"count";"sla";"n_mass";"wood_dens"
"PA_58252308010538";"acer_pensylvanicum";-76,83621;41,51919;5;25,2665021666667;2,221025493;0,44
"PA_113493025010661";"acer_pensylvanicum";-78,110004;40,344224;3;25,2665021666667;2,221025493;0,44
"PA_58410443010538";"acer_pensylvanicum";-76,367359;41,327915;1;25,2665021666667;2,221025493;0,44
"PA_145020357010661";"acer_pensylvanicum";-77,796064;41,716758;1;25,2665021666667;2,221025493;0,44
"PA_113492845010661";"acer_pensylvanicum";-77,183315;41,955708;9;25,2665021666667;2,221025493;0,44
"PA_168997434010661";"acer_pensylvanicum";-76,96259;41,63968;30;25,2665021666667;2,221025493;0,44
"PA_222094602010661";"acer_pensylvanicum";-78,30013;41,97456;1;25,2665021666667;2,221025493;0,44
"PA_10693473010661";"acer_pensylvanicum";-78,22196;40,55562;1;25,2665021666667;2,221025493;0,44
"PA_168997244010661";"acer_pensylvanicum";-76,41601;41,36635;6;25,2665021666667;2,221025493;0,44
"PA_58189267010538";"acer_pensylvanicum";-77,82581;41,68362;3;25,2665021666667;2,221025493;0,44
"PA_168997756010661";"acer_pensylvanicum";-78,578;40,33275;9;25,2665021666667;2,221025493;0,44
"PA_58308088010538";"acer_pensylvanicum";-78,06447;40,21168;1;25,2665021666667;2,221025493;0,44
"PA_247105140010661";"acer_pensylvanicum";-79,45657;39,82435;6;25,2665021666667;2,221025493;0,44
"PA_68296218010538";"acer_pensylvanicum";-79,56308;40,99658;4;25,2665021666667;2,221025493;0,44
"PA_58261651010538";"acer_pensylvanicum";-78,17785;41,88875;4;25,2665021666667;2,221025493;0,44
"PA_180225239010661";"acer_pensylvanicum";-79,001761;41,788707;5;25,2665021666667;2,221025493;0,44
"PA_168997436010661";"acer_pensylvanicum";-76,88071;41,47882;1;25,2665021666667;2,221025493;0,44
"PA_222094604010661";"acer_pensylvanicum";-78,47546;41,98764;6;25,2665021666667;2,221025493;0,44
"PA_58360160010538";"acer_pensylvanicum";-75,390171;41,447768;5;25,2665021666667;2,221025493;0,44
"PA_168997248010661";"acer_pensylvanicum";-76,47391;41,29035;6;25,2665021666667;2,221025493;0,44
"PA_68302764010538";"acer_pensylvanicum";-78,6203;41,50204;1;25,2665021666667;2,221025493;0,44
"PA_68323724010538";"acer_pensylvanicum";-79,03592;41,97897;3;25,2665021666667;2,221025493;0,44
"PA_58197012010538";"acer_pensylvanicum";-76,96259;41,63968;11;25,2665021666667;2,221025493;0,44
"PA_145020417010661";"acer_pensylvanicum";-78,50955;40,521548;2;25,2665021666667;2,221025493;0,44
"PA_247104907010661";"acer_pensylvanicum";-76,20963;41,33946;4;25,2665021666667;2,221025493;0,44
"PA_168997250010661";"acer_pensylvanicum";-76,60142;41,38227;1;25,2665021666667;2,221025493;0,44
"PA_58389619010538";"acer_pensylvanicum";-77,854254;40,536485;1;25,2665021666667;2,221025493;0,44
"PA_168997764010661";"acer_pensylvanicum";-78,67712;40,1754;1;25,2665021666667;2,221025493;0,44
"PA_122561934010661";"acer_pensylvanicum";-77,32525;41,80429;1;25,2665021666667;2,221025493;0,44
"PA_58343945010538";"acer_pensylvanicum";-78,47423;40,39256;1;25,2665021666667;2,221025493;0,44
"PA_58550035010538";"acer_pensylvanicum";-78,733988;40,690076;1;25,2665021666667;2,221025493;0,44
"PA_122561778010661";"acer_pensylvanicum";-77,26945;40,70988;1;25,2665021666667;2,221025493;0,44
"PA_145020419010661";"acer_pensylvanicum";-78,551128;40,443306;1;25,2665021666667;2,221025493;0,44
"PA_122561744010661";"acer_pensylvanicum";-76,94129;41,54785;5;25,2665021666667;2,221025493;0,44
"PA_122561982010661";"acer_pensylvanicum";-78,24564;40,51892;5;25,2665021666667;2,221025493;0,44
"PA_76911591010538";"acer_pensylvanicum";-76,83621;41,51919;5;25,2665021666667;2,221025493;0,44
"PA_145020375010661";"acer_pensylvanicum";-78,019571;41,362066;1;25,2665021666667;2,221025493;0,44
"PA_10766121010661";"acer_pensylvanicum";-76,80524;41,44452;1;25,2665021666667;2,221025493;0,44
"PA_10693870010661";"acer_pensylvanicum";-78,24973;40,50007;2;25,2665021666667;2,221025493;0,44
"PA_247105158010661";"acer_pensylvanicum";-78,862656;41,98473;1;25,2665021666667;2,221025493;0,44
"PA_113493053010661";"acer_pensylvanicum";-78,703859;39,884338;1;25,2665021666667;2,221025493;0,44
"PA_58197722010538";"acer_pensylvanicum";-77,38051;41,81178;1;25,2665021666667;2,221025493;0,44
"PA_10766174010661";"acer_pensylvanicum";-76,83301;41,50008;2;25,2665021666667;2,221025493;0,44
"PA_113493813010661";"acer_pensylvanicum";-77,677819;40,454439;2;25,2665021666667;2,221025493;0,44
"PA_76872983010538";"acer_pensylvanicum";-78,17785;41,88875;4;25,2665021666667;2,221025493;0,44
"PA_68324674010538";"acer_pensylvanicum";-79,17162;41,66382;1;25,2665021666667;2,221025493;0,44
"PA_122562832010661";"acer_pensylvanicum";-78,51108;41,90722;1;25,2665021666667;2,221025493;0,44
"PA_122561790010661";"acer_pensylvanicum";-77,532225;40,572654;6;25,2665021666667;2,221025493;0,44
"PA_10802405010661";"acer_pensylvanicum";-76,94413;41,94452;3;25,2665021666667;2,221025493;0,44
"PA_145020599010661";"acer_pensylvanicum";-79,180813;40,190067;1;25,2665021666667;2,221025493;0,44
"PA_58197809010538";"acer_pensylvanicum";-77,42494;41,74618;2;25,2665021666667;2,221025493;0,44
"PA_58360658010538";"acer_pensylvanicum";-79,284182;40,065814;3;25,2665021666667;2,221025493;0,44
"PA_168997516010661";"acer_pensylvanicum";-77,26483;41,40329;1;25,2665021666667;2,221025493;0,44
"PA_113492689010661";"acer_pensylvanicum";-76,801816;41,484421;2;25,2665021666667;2,221025493;0,44
"PA_58568661010538";"acer_pensylvanicum";-76,95474;41,446944;2;25,2665021666667;2,221025493;0,44
"PA_113493059010661";"acer_pensylvanicum";-77,770444;41,837199;2;25,2665021666667;2,221025493;0,44
"PA_122561792010661";"acer_pensylvanicum";-77,56476;40,50716;4;25,2665021666667;2,221025493;0,44
"PA_222095738010661";"acer_pensylvanicum";-76,6183;41,87535;1;25,2665021666667;2,221025493;0,44
"PA_68324856010538";"acer_pensylvanicum";-78,98493;41,73683;2;25,2665021666667;2,221025493;0,44
"PA_10802637010661";"acer_pensylvanicum";-77,16636;41,94452;1;25,2665021666667;2,221025493;0,44
"PA_145020605010661";"acer_pensylvanicum";-79,2236;40,095989;3;25,2665021666667;2,221025493;0,44
"PA_58305148010538";"acer_pensylvanicum";-77,8286;39,98117;4;25,2665021666667;2,221025493;0,44
"PA_58200833010538";"acer_pensylvanicum";-79,17162;41,66382;1;25,2665021666667;2,221025493;0,44
"PA_222095946010661";"acer_pensylvanicum";-76,38674;41,39452;5;25,2665021666667;2,221025493;0,44
"PA_113493827010661";"acer_pensylvanicum";-78,216462;39,873842;15;25,2665021666667;2,221025493;0,44
"PA_58298734010538";"acer_pensylvanicum";-78,96975;41,6705;2;25,2665021666667;2,221025493;0,44
"PA_58568906010538";"acer_pensylvanicum";-77,244342;41,243821;3;25,2665021666667;2,221025493;0,44
"PA_122561804010661";"acer_pensylvanicum";-77,68448;40,27981;1;25,2665021666667;2,221025493;0,44
"PA_10770136010661";"acer_pensylvanicum";-78,58308;41,8334;3;25,2665021666667;2,221025493;0,44
"PA_58262907010538";"acer_pensylvanicum";-78,13664;41,65312;1;25,2665021666667;2,221025493;0,44
"PA_58238470010538";"acer_pensylvanicum";-78,99273;40,37044;6;25,2665021666667;2,221025493;0,44
"PA_145020607010661";"acer_pensylvanicum";-79,285696;40,042435;3;25,2665021666667;2,221025493;0,44
"PA_168997472010661";"acer_pensylvanicum";-77,54087;40,35293;2;25,2665021666667;2,221025493;0,44
"PA_145020453010661";"acer_pensylvanicum";-77,864081;41,941828;1;25,2665021666667;2,221025493;0,44
"PA_58200989010538";"acer_pensylvanicum";-78,98493;41,73683;1;25,2665021666667;2,221025493;0,44
"PA_58372391010538";"acer_pensylvanicum";-78,816595;41,591218;1;25,2665021666667;2,221025493;0,44
"PA_58298829010538";"acer_pensylvanicum";-79,11191;41,67137;1;25,2665021666667;2,221025493;0,44
"PA_222095758010661";"acer_pensylvanicum";-77,07573;41,62353;1;25,2665021666667;2,221025493;0,44
"PA_58174866010538";"acer_pensylvanicum";-77,72053;40,37781;1;25,2665021666667;2,221025493;0,44
"PA_58568999010538";"acer_pensylvanicum";-77,229053;41,531534;19;25,2665021666667;2,221025493;0,44
"PA_58396441010538";"acer_pensylvanicum";-76,857305;41,33195;1;25,2665021666667;2,221025493;0,44
"PA_58569919010538";"acer_pensylvanicum";-78,570138;41,949307;5;25,2665021666667;2,221025493;0,44
"PA_113493101010661";"acer_pensylvanicum";-78,492094;40,646699;2;25,2665021666667;2,221025493;0,44
"PA_10775782010661";"acer_pensylvanicum";-77,66638;40,44452;2;25,2665021666667;2,221025493;0,44
"PA_222096550010661";"acer_pensylvanicum";-78,707222;41,772718;7;25,2665021666667;2,221025493;0,44
"PA_222096562010661";"acer_pensylvanicum";-78,958737;41,660053;2;25,2665021666667;2,221025493;0,44
"PA_58551480010538";"acer_pensylvanicum";-77,444985;40,925589;1;25,2665021666667;2,221025493;0,44
"PA_222096080010661";"acer_pensylvanicum";-76,32206;40,61357;1;25,2665021666667;2,221025493;0,44
"PA_10747779010661";"acer_pensylvanicum";-77,77749;40,30564;7;25,2665021666667;2,221025493;0,44
"PA_113493107010661";"acer_pensylvanicum";-78,575318;40,428084;3;25,2665021666667;2,221025493;0,44
"PA_10772415010661";"acer_pensylvanicum";-78,63864;41,75006;2;25,2665021666667;2,221025493;0,44
"PA_222095668010661";"acer_pensylvanicum";-77,52917;40,9374;2;25,2665021666667;2,221025493;0,44
"PA_222094704010661";"acer_pensylvanicum";-78,03754;40,62689;1;25,2665021666667;2,221025493;0,44
"PA_58362594010538";"acer_pensylvanicum";-77,442707;40,910693;1;25,2665021666667;2,221025493;0,44
"PA_222096552010661";"acer_pensylvanicum";-78,896974;41,799044;2;25,2665021666667;2,221025493;0,44
"PA_58254349010538";"acer_pensylvanicum";-78,30013;41,97456;1;25,2665021666667;2,221025493;0,44
"PA_68298601010538";"acer_pensylvanicum";-77,56217;41,21904;2;25,2665021666667;2,221025493;0,44
"PA_10803722010661";"acer_pensylvanicum";-77,19414;41,83341;8;25,2665021666667;2,221025493;0,44
"PA_76874170010538";"acer_pensylvanicum";-78,13664;41,65312;3;25,2665021666667;2,221025493;0,44
"PA_10728584010661";"acer_pensylvanicum";-78,47196;41,33339;1;25,2665021666667;2,221025493;0,44
"PA_58254918010538";"acer_pensylvanicum";-78,22114;41,86889;2;25,2665021666667;2,221025493;0,44
"PA_58347738010538";"acer_pensylvanicum";-78,83852;40,32939;1;25,2665021666667;2,221025493;0,44
"PA_58569271010538";"acer_pensylvanicum";-77,376197;41,30277;1;25,2665021666667;2,221025493;0,44
"PA_58256671010538";"acer_pensylvanicum";-77,74448;40,55336;1;25,2665021666667;2,221025493;0,44
"PA_10748104010661";"acer_pensylvanicum";-78,08306;40,61118;3;25,2665021666667;2,221025493;0,44
"PA_222094724010661";"acer_pensylvanicum";-77,31817;40,33733;1;25,2665021666667;2,221025493;0,44
"PA_222095968010661";"acer_pensylvanicum";-76,27317;41,00721;2;25,2665021666667;2,221025493;0,44
"PA_10773647010661";"acer_pensylvanicum";-80,16645;41,36117;1;25,2665021666667;2,221025493;0,44
"PA_58255015010538";"acer_pensylvanicum";-78,55722;41,83456;1;25,2665021666667;2,221025493;0,44
"PA_68298881010538";"acer_pensylvanicum";-77,40067;41,20474;2;25,2665021666667;2,221025493;0,44
"PA_10765845010661";"acer_pensylvanicum";-76,94413;41,52785;4;25,2665021666667;2,221025493;0,44
"PA_58256790010538";"acer_pensylvanicum";-77,4004;40,82508;3;25,2665021666667;2,221025493;0,44
"PA_58397498010538";"acer_pensylvanicum";-76,801816;41,484421;2;25,2665021666667;2,221025493;0,44
"PA_10818828010661";"acer_pensylvanicum";-75,41629;41,83342;2;25,2665021666667;2,221025493;0,44
"PA_58353596010538";"acer_pensylvanicum";-77,183315;41,955708;9;25,2665021666667;2,221025493;0,44
"PA_58324750010538";"acer_pensylvanicum";-77,76954;41,65477;1;25,2665021666667;2,221025493;0,44
"PA_76874347010538";"acer_pensylvanicum";-77,636833;41,653904;1;25,2665021666667;2,221025493;0,44
"PA_10728732010661";"acer_pensylvanicum";-78,63864;41,27784;1;25,2665021666667;2,221025493;0,44
"PA_58255119010538";"acer_pensylvanicum";-78,47546;41,98764;6;25,2665021666667;2,221025493;0,44
"PA_168998068010661";"acer_pensylvanicum";-78,98493;41,73683;3;25,2665021666667;2,221025493;0,44
"PA_76913644010538";"acer_pensylvanicum";-78,30013;41,97456;1;25,2665021666667;2,221025493;0,44
"PA_222096456010661";"acer_pensylvanicum";-77,25201;40,52077;4;25,2665021666667;2,221025493;0,44
"PA_168997970010661";"acer_pensylvanicum";-78,64613;41,74729;11;25,2665021666667;2,221025493;0,44
"PA_58375725010538";"acer_pensylvanicum";-78,703859;39,884338;1;25,2665021666667;2,221025493;0,44
"PA_58569659010538";"acer_pensylvanicum";-78,41446;41,903637;3;25,2665021666667;2,221025493;0,44
"PA_122561832010661";"acer_pensylvanicum";-76,92617;41,89777;1;25,2665021666667;2,221025493;0,44
"PA_58399832010538";"acer_pensylvanicum";-78,710916;41,760575;2;25,2665021666667;2,221025493;0,44
"PA_168997972010661";"acer_pensylvanicum";-78,72012;41,83673;2;25,2665021666667;2,221025493;0,44
"PA_222095692010661";"acer_pensylvanicum";-77,4004;40,82508;4;25,2665021666667;2,221025493;0,44
"PA_10779400010661";"acer_pensylvanicum";-75,36074;40,80565;4;25,2665021666667;2,221025493;0,44
"PA_168998064010661";"acer_pensylvanicum";-79,03592;41,97897;1;25,2665021666667;2,221025493;0,44
"PA_10769962010661";"acer_pensylvanicum";-78,27751;41,72229;3;25,2665021666667;2,221025493;0,44
"PA_10781062010661";"acer_pensylvanicum";-77,3886;40,44453;2;25,2665021666667;2,221025493;0,44
"PA_76914225010538";"acer_pensylvanicum";-78,22114;41,86889;2;25,2665021666667;2,221025493;0,44
"PA_168998174010661";"acer_pensylvanicum";-79,56308;40,99658;3;25,2665021666667;2,221025493;0,44
"PA_58274651010538";"acer_pensylvanicum";-78,47375;41,37033;2;25,2665021666667;2,221025493;0,44
"PA_58199913010538";"acer_pensylvanicum";-79,03592;41,97897;3;25,2665021666667;2,221025493;0,44
"PA_168997976010661";"acer_pensylvanicum";-78,7949;41,74227;4;25,2665021666667;2,221025493;0,44
"PA_58354638010538";"acer_pensylvanicum";-77,378396;41,974073;1;25,2665021666667;2,221025493;0,44
"PA_58376030010538";"acer_pensylvanicum";-78,492829;39,977382;1;25,2665021666667;2,221025493;0,44
"PA_222095796010661";"acer_pensylvanicum";-76,95504;41,06127;5;25,2665021666667;2,221025493;0,44
"PA_58395850010538";"acer_pensylvanicum";-76,116867;41,36543;4;25,2665021666667;2,221025493;0,44
"PA_10785305010661";"acer_pensylvanicum";-77,69415;41,66673;2;25,2665021666667;2,221025493;0,44
"PA_247105014010661";"acer_pensylvanicum";-75,47152;41,6723;1;25,2665021666667;2,221025493;0,44
"PA_76914312010538";"acer_pensylvanicum";-78,55722;41,83456;2;25,2665021666667;2,221025493;0,44
"PA_58398461010538";"acer_pensylvanicum";-78,31417;41,804027;1;25,2665021666667;2,221025493;0,44
"PA_168997978010661";"acer_pensylvanicum";-78,68389;41,65933;12;25,2665021666667;2,221025493;0,44
"PA_113493199010661";"acer_pensylvanicum";-78,794152;40,686145;1;25,2665021666667;2,221025493;0,44
"PA_58288905010538";"acer_pensylvanicum";-78,09378;40,82739;2;25,2665021666667;2,221025493;0,44
"PA_58280118010538";"acer_pensylvanicum";-78,30221;40,18796;2;25,2665021666667;2,221025493;0,44
"PA_222096028010661";"acer_pensylvanicum";-75,71492;41,87587;1;25,2665021666667;2,221025493;0,44
"PA_122561842010661";"acer_pensylvanicum";-76,96627;41,58877;3;25,2665021666667;2,221025493;0,44
"PA_76914438010538";"acer_pensylvanicum";-78,47546;41,98764;6;25,2665021666667;2,221025493;0,44
"PA_10771699010661";"acer_pensylvanicum";-78,88865;41,83339;3;25,2665021666667;2,221025493;0,44
"PA_222096470010661";"acer_pensylvanicum";-77,70011;40,70391;1;25,2665021666667;2,221025493;0,44
"PA_113493149010661";"acer_pensylvanicum";-78,214376;41,647245;2;25,2665021666667;2,221025493;0,44
"PA_58400980010538";"acer_pensylvanicum";-77,677819;40,454439;2;25,2665021666667;2,221025493;0,44
"PA_113493201010661";"acer_pensylvanicum";-78,671944;40,586442;2;25,2665021666667;2,221025493;0,44
"PA_58289117010538";"acer_pensylvanicum";-77,32039;40,98946;1;25,2665021666667;2,221025493;0,44
"PA_10686546010661";"acer_pensylvanicum";-78,22196;40,11119;1;25,2665021666667;2,221025493;0,44
"PA_10728988010661";"acer_pensylvanicum";-78,33307;41,33339;1;25,2665021666667;2,221025493;0,44
"PA_222095814010661";"acer_pensylvanicum";-77,05361;40,53404;2;25,2665021666667;2,221025493;0,44
"PA_10786112010661";"acer_pensylvanicum";-77,88861;41,86118;1;25,2665021666667;2,221025493;0,44
"PA_58398818010538";"acer_pensylvanicum";-78,214376;41,647245;2;25,2665021666667;2,221025493;0,44
"PA_10771835010661";"acer_pensylvanicum";-78,66642;41,8334;3;25,2665021666667;2,221025493;0,44
"PA_247104245010661";"acer_pensylvanicum";-78,3834;40,24367;2;25,2665021666667;2,221025493;0,44
"PA_113493209010661";"acer_pensylvanicum";-78,79693;40,34654;5;25,2665021666667;2,221025493;0,44
"PA_10686882010661";"acer_pensylvanicum";-78,33307;40,19452;1;25,2665021666667;2,221025493;0,44
"PA_76914667010538";"acer_pensylvanicum";-78,85434;41,94056;1;25,2665021666667;2,221025493;0,44
"PA_58398905010538";"acer_pensylvanicum";-78,210907;41,95505;2;25,2665021666667;2,221025493;0,44
"PA_10748991010661";"acer_pensylvanicum";-77,86083;40,52785;4;25,2665021666667;2,221025493;0,44
"PA_113493143010661";"acer_pensylvanicum";-78,058235;41,636208;1;25,2665021666667;2,221025493;0,44
"PA_168997964010661";"acer_pensylvanicum";-78,5688;41,87437;2;25,2665021666667;2,221025493;0,44
"PA_113493155010661";"acer_pensylvanicum";-78,229124;41,328079;4;25,2665021666667;2,221025493;0,44
"PA_58572822010538";"acer_pensylvanicum";-75,445657;41,042366;6;25,2665021666667;2,221025493;0,44
"PA_58401195010538";"acer_pensylvanicum";-77,789041;40,386668;2;25,2665021666667;2,221025493;0,44
"PA_58280560010538";"acer_pensylvanicum";-78,60508;39,91707;7;25,2665021666667;2,221025493;0,44
"PA_10774753010661";"acer_pensylvanicum";-77,61083;40,63896;4;25,2665021666667;2,221025493;0,44
"PA_10786477010661";"acer_pensylvanicum";-78,11084;41,80562;1;25,2665021666667;2,221025493;0,44
"PA_10781881010661";"acer_pensylvanicum";-77,13859;40,27787;3;25,2665021666667;2,221025493;0,44
"PA_76896216010538";"acer_pensylvanicum";-78,64591;41,3862;2;25,2665021666667;2,221025493;0,44
"PA_222096528010661";"acer_pensylvanicum";-78,880875;41,632158;1;25,2665021666667;2,221025493;0,44
"PA_58382370010538";"acer_pensylvanicum";-78,575318;40,428084;2;25,2665021666667;2,221025493;0,44
"PA_58401296010538";"acer_pensylvanicum";-77,663151;40,553421;1;25,2665021666667;2,221025493;0,44
"PA_10822613010661";"acer_pensylvanicum";-75,97187;41,52785;5;25,2665021666667;2,221025493;0,44
"PA_58289455010538";"acer_pensylvanicum";-77,52917;40,9374;1;25,2665021666667;2,221025493;0,44
"PA_10774882010661";"acer_pensylvanicum";-77,55527;40,55563;3;25,2665021666667;2,221025493;0,44
"PA_10688091010661";"acer_pensylvanicum";-78,49974;39,8612;8;25,2665021666667;2,221025493;0,44
"PA_222095824010661";"acer_pensylvanicum";-77,45297;40,46019;1;25,2665021666667;2,221025493;0,44
"PA_122562930010661";"acer_pensylvanicum";-78,96975;41,6705;2;25,2665021666667;2,221025493;0,44
"PA_10822783010661";"acer_pensylvanicum";-76,13854;41,52785;5;25,2665021666667;2,221025493;0,44
"PA_58554062010538";"acer_pensylvanicum";-78,466536;41,216938;8;25,2665021666667;2,221025493;0,44
"PA_10762803010661";"acer_pensylvanicum";-77,02747;41,36119;1;25,2665021666667;2,221025493;0,44
"PA_10782016010661";"acer_pensylvanicum";-77,36082;40,27786;2;25,2665021666667;2,221025493;0,44
"PA_10772144010661";"acer_pensylvanicum";-78,91642;41,75006;1;25,2665021666667;2,221025493;0,44
"PA_10731184010661";"acer_pensylvanicum";-78,9442;41,50006;1;25,2665021666667;2,221025493;0,44
"PA_10775022010661";"acer_pensylvanicum";-77,49972;40,75007;2;25,2665021666667;2,221025493;0,44
"PA_58382598010538";"acer_pensylvanicum";-78,671944;40,586442;1;25,2665021666667;2,221025493;0,44
"PA_58574785010538";"acer_pensylvanicum";-77,053483;40,371832;3;25,2665021666667;2,221025493;0,44
"PA_10735177010661";"acer_pensylvanicum";-79,33309;40,00007;2;25,2665021666667;2,221025493;0,44
"PA_168998140010661";"acer_pensylvanicum";-79,17162;41,66382;5;25,2665021666667;2,221025493;0,44
"PA_58282547010538";"acer_pensylvanicum";-78,22077;40,59888;1;25,2665021666667;2,221025493;0,44
"PA_58231638010538";"acer_pensylvanicum";-77,1697;41,6776;1;25,2665021666667;2,221025493;0,44
"PA_10726810010661";"acer_pensylvanicum";-76,74969;40,41675;1;25,2665021666667;2,221025493;0,44
"PA_58378848010538";"acer_pensylvanicum";-76,216575;41,607003;3;25,2665021666667;2,221025493;0,44
"PA_10742627010661";"acer_pensylvanicum";-77,6386;40,16675;6;25,2665021666667;2,221025493;0,44
"PA_76904669010538";"acer_pensylvanicum";-78,88391;40,62176;1;25,2665021666667;2,221025493;0,44
"PA_58232411010538";"acer_pensylvanicum";-76,95504;41,06127;1;25,2665021666667;2,221025493;0,44
"PA_76896712010538";"acer_pensylvanicum";-78,47375;41,37033;2;25,2665021666667;2,221025493;0,44
"PA_10821021010661";"acer_pensylvanicum";-78,99975;40,36118;2;25,2665021666667;2,221025493;0,44
"PA_10739381010661";"acer_pensylvanicum";-78,99976;41,52784;6;25,2665021666667;2,221025493;0,44
"PA_76879497010538";"acer_pensylvanicum";-75,71492;41,87587;2;25,2665021666667;2,221025493;0,44
"PA_76881873010538";"acer_pensylvanicum";-76,95504;41,06127;1;25,2665021666667;2,221025493;0,44
"PA_76876488010538";"acer_pensylvanicum";-79,13858;40,13642;1;25,2665021666667;2,221025493;0,44
"PA_10688665010661";"acer_pensylvanicum";-78,47196;40,2223;4;25,2665021666667;2,221025493;0,44
"PA_10823120010661";"acer_pensylvanicum";-76,16632;41,4723;4;25,2665021666667;2,221025493;0,44
"PA_122562976010661";"acer_pensylvanicum";-77,8286;39,98117;4;25,2665021666667;2,221025493;0,44
"PA_58576073010538";"acer_pensylvanicum";-77,864081;41,941828;1;25,2665021666667;2,221025493;0,44
"PA_76876249010538";"acer_pensylvanicum";-78,74509;40,22234;3;25,2665021666667;2,221025493;0,44
"PA_58558688010538";"acer_pensylvanicum";-77,773578;40,035492;3;25,2665021666667;2,221025493;0,44
"PA_58405530010538";"acer_pensylvanicum";-77,770444;41,837199;1;25,2665021666667;2,221025493;0,44
"PA_58381649010538";"acer_pensylvanicum";-78,794152;40,686145;1;25,2665021666667;2,221025493;0,44
"PA_58574158010538";"acer_pensylvanicum";-76,502692;40,737173;2;25,2665021666667;2,221025493;0,44
"PA_76896809010538";"acer_pensylvanicum";-78,72185;41,53159;1;25,2665021666667;2,221025493;0,44
"PA_10731667010661";"acer_pensylvanicum";-78,80531;41,47228;1;25,2665021666667;2,221025493;0,44
"PA_76907190010538";"acer_pensylvanicum";-77,45297;40,46019;1;25,2665021666667;2,221025493;0,44
"PA_76876697010538";"acer_pensylvanicum";-78,76483;39,91153;2;25,2665021666667;2,221025493;0,44
"PA_76888338010538";"acer_pensylvanicum";-78,99273;40,37044;7;25,2665021666667;2,221025493;0,44
"PA_10736561010661";"acer_pensylvanicum";-79,4442;39,88896;1;25,2665021666667;2,221025493;0,44
"PA_10775544010661";"acer_pensylvanicum";-77,44416;40,75007;1;25,2665021666667;2,221025493;0,44
"PA_122561904010661";"acer_pensylvanicum";-77,98364;40,35073;1;25,2665021666667;2,221025493;0,44
"PA_58216795010538";"acer_pensylvanicum";-76,64031;41,59252;8;25,2665021666667;2,221025493;0,44
"PA_145019571010661";"acer_pensylvanicum";-75,445657;41,042366;6;25,2665021666667;2,221025493;0,44
"PA_58383581010538";"acer_pensylvanicum";-78,229124;41,328079;4;25,2665021666667;2,221025493;0,44
"PA_58229980010538";"acer_pensylvanicum";-75,71492;41,87587;2;25,2665021666667;2,221025493;0,44
"PA_76881129010538";"acer_pensylvanicum";-77,1697;41,6776;1;25,2665021666667;2,221025493;0,44
"PA_10727224010661";"acer_pensylvanicum";-78,69419;41,50006;1;25,2665021666667;2,221025493;0,44
"PA_58381831010538";"acer_pensylvanicum";-78,492094;40,646699;1;25,2665021666667;2,221025493;0,44
"PA_58214096010538";"acer_pensylvanicum";-78,67712;40,1754;1;25,2665021666667;2,221025493;0,44
"PA_58217683010538";"acer_pensylvanicum";-76,24639;41,66496;3;25,2665021666667;2,221025493;0,44
"PA_58351822010538";"acer_pensylvanicum";-79,45657;39,82435;7;25,2665021666667;2,221025493;0,44
"PA_76903011010538";"acer_pensylvanicum";-78,03754;40,62689;1;25,2665021666667;2,221025493;0,44
"PA_222096548010661";"acer_pensylvanicum";-78,872091;41,901559;6;25,2665021666667;2,221025493;0,44
"PA_10727276010661";"acer_pensylvanicum";-78,66642;41,58339;1;25,2665021666667;2,221025493;0,44
"PA_58224875010538";"acer_pensylvanicum";-79,56308;40,99658;4;25,2665021666667;2,221025493;0,44
"PA_10782755010661";"acer_pensylvanicum";-77,05526;40,52786;1;25,2665021666667;2,221025493;0,44
"PA_58283549010538";"acer_pensylvanicum";-76,6183;41,87535;1;25,2665021666667;2,221025493;0,44
"PA_58579712010538";"acer_pensylvanicum";-79,208147;39,724369;1;25,2665021666667;2,221025493;0,44
"PA_10730930010661";"acer_pensylvanicum";-78,86087;41,52784;1;25,2665021666667;2,221025493;0,44
"PA_58223040010538";"acer_pensylvanicum";-77,8657;40,99618;2;25,2665021666667;2,221025493;0,44
"PA_58226504010538";"acer_pensylvanicum";-78,6203;41,50204;1;25,2665021666667;2,221025493;0,44
"PA_58580231010538";"acer_pensylvanicum";-79,2236;40,095989;3;25,2665021666667;2,221025493;0,44
"PA_76878113010538";"acer_pensylvanicum";-76,38674;41,39452;7;25,2665021666667;2,221025493;0,44
"PA_10727429010661";"acer_pensylvanicum";-78,52752;41,27784;1;25,2665021666667;2,221025493;0,44
"PA_122563008010661";"acer_pensylvanicum";-79,45657;39,82435;9;25,2665021666667;2,221025493;0,44
"PA_58382153010538";"acer_pensylvanicum";-78,79693;40,34654;5;25,2665021666667;2,221025493;0,44
"PA_10801608010661";"populus_tremuloides";-76,08298;41,9723;1;15,06332626125;2,027468662;0,35
"PA_113493151010661";"populus_tremuloides";-78,275078;41,582301;1;15,06332626125;2,027468662;0,35
"PA_113493131010661";"populus_tremuloides";-77,926125;41,946401;6;15,06332626125;2,027468662;0,35
"PA_145020729010661";"populus_tremuloides";-79,648667;40,890956;1;15,06332626125;2,027468662;0,35
"PA_10722467010661";"populus_tremuloides";-79,94422;41,6945;2;15,06332626125;2,027468662;0,35
"PA_122561936010661";"populus_tremuloides";-77,43897;41,88066;38;15,06332626125;2,027468662;0,35
"PA_122561934010661";"populus_tremuloides";-77,32525;41,80429;12;15,06332626125;2,027468662;0,35
