"site","country","longitude","latitude","species","count","genus","binomial","plant_height","seed_mass","sla","wood_density"
27251935,"Portugal",2725000,1935000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27251965,"Portugal",2725000,1965000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27251975,"Portugal",2725000,1975000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252005,"Portugal",2725000,2005000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252015,"Portugal",2725000,2015000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252025,"Portugal",2725000,2025000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252035,"Portugal",2725000,2035000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252055,"Portugal",2725000,2055000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252065,"Portugal",2725000,2065000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27252095,"Portugal",2725000,2095000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351735,"Portugal",2735000,1735000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351735,"Portugal",2735000,1735000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351755,"Portugal",2735000,1755000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351755,"Portugal",2735000,1755000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351765,"Portugal",2735000,1765000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351795,"Portugal",2735000,1795000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351805,"Portugal",2735000,1805000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351835,"Portugal",2735000,1835000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351845,"Portugal",2735000,1845000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351865,"Portugal",2735000,1865000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351885,"Portugal",2735000,1885000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351885,"Portugal",2735000,1885000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351895,"Portugal",2735000,1895000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351895,"Portugal",2735000,1895000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351905,"Portugal",2735000,1905000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351905,"Portugal",2735000,1905000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351915,"Portugal",2735000,1915000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351915,"Portugal",2735000,1915000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27351925,"Portugal",2735000,1925000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27351935,"Portugal",2735000,1935000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
